"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"2916","Unspecified","NS",46,"Intensive","Full",2013,"Nova Scotia","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2917","Unspecified","NS",45,"Intensive","Full",2014,"Nova Scotia","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2918","Unspecified","NS",12,"Intensive","Full",2015,"Nova Scotia","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2919","Unspecified","NS",14,"Intensive","Full",2016,"Nova Scotia","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2920","Unspecified","NS",0,"Intensive","Full",2017,"Nova Scotia","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2921","Unspecified","ON",25,"Intensive","Full",1990,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2922","Unspecified","ON",32,"Intensive","Full",1991,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2923","Unspecified","ON",18,"Intensive","Full",1992,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2924","Unspecified","ON",15,"Intensive","Full",1993,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2925","Unspecified","ON",22,"Intensive","Full",1994,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2926","Unspecified","ON",28,"Intensive","Full",1995,"Ontario","People","Early 90s","1990s","Central Region","Unspecified"
"2927","Unspecified","ON",23,"Intensive","Full",1996,"Ontario","People","Late 90s","1990s","Central Region","Unspecified"
"2928","Unspecified","ON",36,"Intensive","Full",1997,"Ontario","People","Late 90s","1990s","Central Region","Unspecified"
"2929","Unspecified","ON",22,"Intensive","Full",1998,"Ontario","People","Late 90s","1990s","Central Region","Unspecified"
"2930","Unspecified","ON",14,"Intensive","Full",1999,"Ontario","People","Late 90s","1990s","Central Region","Unspecified"
"2931","Unspecified","ON",9,"Intensive","Full",2000,"Ontario","People","Late 90s","2000s","Central Region","Unspecified"
"2932","Unspecified","ON",11,"Intensive","Full",2001,"Ontario","People","Early 10s","2000s","Central Region","Unspecified"
"2933","Unspecified","ON",17,"Intensive","Full",2002,"Ontario","People","Early 10s","2000s","Central Region","Unspecified"
"2934","Unspecified","ON",38,"Intensive","Full",2003,"Ontario","People","Early 10s","2000s","Central Region","Unspecified"
"2935","Unspecified","ON",12,"Intensive","Full",2004,"Ontario","People","Early 10s","2000s","Central Region","Unspecified"
"2936","Unspecified","ON",27,"Intensive","Full",2005,"Ontario","People","Early 10s","2000s","Central Region","Unspecified"
"2937","Unspecified","ON",27,"Intensive","Full",2006,"Ontario","People","Late 10s","2000s","Central Region","Unspecified"
"2938","Unspecified","ON",28,"Intensive","Full",2007,"Ontario","People","Late 10s","2000s","Central Region","Unspecified"
"2939","Unspecified","ON",18,"Intensive","Full",2008,"Ontario","People","Late 10s","2000s","Central Region","Unspecified"
"2940","Unspecified","ON",12,"Intensive","Full",2009,"Ontario","People","Late 10s","2000s","Central Region","Unspecified"
"2941","Unspecified","ON",22,"Intensive","Full",2010,"Ontario","People","Late 10s","2010s","Central Region","Unspecified"
"2942","Unspecified","ON",24,"Intensive","Full",2011,"Ontario","People","Early 20s","2010s","Central Region","Unspecified"
"2943","Unspecified","ON",29,"Intensive","Full",2012,"Ontario","People","Early 20s","2010s","Central Region","Unspecified"
"2944","Unspecified","ON",8,"Intensive","Full",2013,"Ontario","People","Early 20s","2010s","Central Region","Unspecified"
"2945","Unspecified","ON",6,"Intensive","Full",2014,"Ontario","People","Early 20s","2010s","Central Region","Unspecified"
"2946","Unspecified","ON",4,"Intensive","Full",2015,"Ontario","People","Early 20s","2010s","Central Region","Unspecified"
"2947","Unspecified","ON",20,"Intensive","Full",2016,"Ontario","People","Late 20s","2010s","Central Region","Unspecified"
"2948","Unspecified","ON",10,"Intensive","Full",2017,"Ontario","People","Late 20s","2010s","Central Region","Unspecified"
"2949","Unspecified","PE",8,"Intensive","Full",1990,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2950","Unspecified","PE",22,"Intensive","Full",1991,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2951","Unspecified","PE",3,"Intensive","Full",1992,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2952","Unspecified","PE",6,"Intensive","Full",1993,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2953","Unspecified","PE",9,"Intensive","Full",1994,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2954","Unspecified","PE",15,"Intensive","Full",1995,"Prince Edward Island","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2955","Unspecified","PE",0,"Intensive","Full",1996,"Prince Edward Island","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2956","Unspecified","PE",34,"Intensive","Full",1997,"Prince Edward Island","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2957","Unspecified","PE",7,"Intensive","Full",1998,"Prince Edward Island","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2958","Unspecified","PE",7,"Intensive","Full",1999,"Prince Edward Island","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2959","Unspecified","PE",14,"Intensive","Full",2001,"Prince Edward Island","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2960","Unspecified","PE",3,"Intensive","Full",2002,"Prince Edward Island","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2961","Unspecified","PE",1,"Intensive","Full",2003,"Prince Edward Island","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2962","Unspecified","PE",2,"Intensive","Full",2004,"Prince Edward Island","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2963","Unspecified","PE",2,"Intensive","Full",2005,"Prince Edward Island","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2964","Unspecified","PE",1,"Intensive","Full",2006,"Prince Edward Island","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2965","Unspecified","PE",1,"Intensive","Full",2007,"Prince Edward Island","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2966","Unspecified","PE",0,"Intensive","Full",2008,"Prince Edward Island","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2967","Unspecified","PE",1,"Intensive","Full",2009,"Prince Edward Island","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2968","Unspecified","PE",0,"Intensive","Full",2010,"Prince Edward Island","People","Late 10s","2010s","Atlantic Region","Unspecified"
"2969","Unspecified","PE",1,"Intensive","Full",2011,"Prince Edward Island","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2970","Unspecified","PE",1,"Intensive","Full",2012,"Prince Edward Island","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2971","Unspecified","PE",2,"Intensive","Full",2013,"Prince Edward Island","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2972","Unspecified","PE",0,"Intensive","Full",2016,"Prince Edward Island","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2973","Unspecified","PE",0,"Intensive","Full",2017,"Prince Edward Island","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2974","Unspecified","QC",0,"Intensive","Full",1990,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2975","Unspecified","QC",0,"Intensive","Full",1991,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2976","Unspecified","QC",0,"Intensive","Full",1992,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2977","Unspecified","QC",0,"Intensive","Full",1993,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2978","Unspecified","QC",0,"Intensive","Full",1994,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2979","Unspecified","QC",0,"Intensive","Full",1995,"Quebec","People","Early 90s","1990s","Central Region","Unspecified"
"2980","Unspecified","QC",0,"Intensive","Full",1996,"Quebec","People","Late 90s","1990s","Central Region","Unspecified"
"2981","Unspecified","QC",0,"Intensive","Full",1997,"Quebec","People","Late 90s","1990s","Central Region","Unspecified"
"2982","Unspecified","QC",0,"Intensive","Full",1998,"Quebec","People","Late 90s","1990s","Central Region","Unspecified"
"2983","Unspecified","QC",0,"Intensive","Full",1999,"Quebec","People","Late 90s","1990s","Central Region","Unspecified"
"2984","Unspecified","QC",0,"Intensive","Full",2000,"Quebec","People","Late 90s","2000s","Central Region","Unspecified"
"2985","Unspecified","QC",0,"Intensive","Full",2001,"Quebec","People","Early 10s","2000s","Central Region","Unspecified"
"2986","Unspecified","QC",0,"Intensive","Full",2002,"Quebec","People","Early 10s","2000s","Central Region","Unspecified"
"2987","Unspecified","QC",0,"Intensive","Full",2003,"Quebec","People","Early 10s","2000s","Central Region","Unspecified"
"2988","Unspecified","QC",0,"Intensive","Full",2004,"Quebec","People","Early 10s","2000s","Central Region","Unspecified"
"2989","Unspecified","QC",0,"Intensive","Full",2005,"Quebec","People","Early 10s","2000s","Central Region","Unspecified"
"2990","Unspecified","QC",0,"Intensive","Full",2006,"Quebec","People","Late 10s","2000s","Central Region","Unspecified"
"2991","Unspecified","QC",0,"Intensive","Full",2007,"Quebec","People","Late 10s","2000s","Central Region","Unspecified"
"2992","Unspecified","QC",0,"Intensive","Full",2008,"Quebec","People","Late 10s","2000s","Central Region","Unspecified"
"2993","Unspecified","QC",0,"Intensive","Full",2009,"Quebec","People","Late 10s","2000s","Central Region","Unspecified"
"2994","Unspecified","QC",0,"Intensive","Full",2010,"Quebec","People","Late 10s","2010s","Central Region","Unspecified"
"2995","Unspecified","QC",0,"Intensive","Full",2011,"Quebec","People","Early 20s","2010s","Central Region","Unspecified"
"2996","Unspecified","QC",0,"Intensive","Full",2012,"Quebec","People","Early 20s","2010s","Central Region","Unspecified"
"2997","Unspecified","QC",0,"Intensive","Full",2013,"Quebec","People","Early 20s","2010s","Central Region","Unspecified"
"2998","Unspecified","QC",0,"Intensive","Full",2014,"Quebec","People","Early 20s","2010s","Central Region","Unspecified"
"2999","Unspecified","QC",0,"Intensive","Full",2015,"Quebec","People","Early 20s","2010s","Central Region","Unspecified"
"3000","Unspecified","QC",0,"Intensive","Full",2016,"Quebec","People","Late 20s","2010s","Central Region","Unspecified"
"3001","Unspecified","QC",0,"Intensive","Full",2017,"Quebec","People","Late 20s","2010s","Central Region","Unspecified"
"3002","Unspecified","SK",14,"Intensive","Full",1990,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Unspecified"
"3003","Unspecified","SK",0,"Intensive","Full",1991,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Unspecified"
"3004","Unspecified","SK",0,"Intensive","Full",1993,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Unspecified"
"3005","Unspecified","SK",0,"Intensive","Full",1994,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Unspecified"
"3006","Unspecified","SK",0,"Intensive","Full",1995,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Unspecified"
"3007","Unspecified","SK",0,"Intensive","Full",1996,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Unspecified"
"3008","Unspecified","SK",0,"Intensive","Full",1997,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Unspecified"
"3009","Unspecified","SK",1,"Intensive","Full",1998,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Unspecified"
"3010","Unspecified","SK",0,"Intensive","Full",1999,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Unspecified"
"3011","Unspecified","SK",0,"Intensive","Full",2000,"Saskatchewan","People","Late 90s","2000s","Prairie Region","Unspecified"
"3012","Unspecified","SK",54,"Intensive","Full",2001,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Unspecified"
"3013","Unspecified","SK",88,"Intensive","Full",2002,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Unspecified"
"3014","Unspecified","SK",35,"Intensive","Full",2003,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Unspecified"
"3015","Unspecified","SK",39,"Intensive","Full",2004,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Unspecified"
"3016","Unspecified","SK",19,"Intensive","Full",2005,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Unspecified"
"3017","Unspecified","SK",21,"Intensive","Full",2006,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Unspecified"
"3018","Unspecified","SK",37,"Intensive","Full",2007,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Unspecified"
"3019","Unspecified","SK",18,"Intensive","Full",2008,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Unspecified"
"3020","Unspecified","SK",48,"Intensive","Full",2009,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Unspecified"
"3021","Unspecified","SK",0,"Intensive","Full",2010,"Saskatchewan","People","Late 10s","2010s","Prairie Region","Unspecified"
"3022","Unspecified","SK",0,"Intensive","Full",2011,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Unspecified"
"3023","Unspecified","SK",1,"Intensive","Full",2012,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Unspecified"
"3024","Unspecified","SK",0,"Intensive","Full",2013,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Unspecified"
"3025","Unspecified","SK",1,"Intensive","Full",2014,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Unspecified"
"3026","Unspecified","SK",0,"Intensive","Full",2015,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Unspecified"
"3027","Unspecified","SK",0,"Intensive","Full",2016,"Saskatchewan","People","Late 20s","2010s","Prairie Region","Unspecified"
"3028","Unspecified","SK",0,"Intensive","Full",2017,"Saskatchewan","People","Late 20s","2010s","Prairie Region","Unspecified"
"3029","Unspecified","YT",0,"Intensive","Full",1990,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
"3030","Unspecified","YT",0,"Intensive","Full",1991,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
"3031","Unspecified","YT",0,"Intensive","Full",1992,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
"3032","Unspecified","YT",0,"Intensive","Full",1993,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
"3033","Unspecified","YT",0,"Intensive","Full",1994,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
"3034","Unspecified","YT",0,"Intensive","Full",1995,"Yukon","People","Early 90s","1990s","North Region","Unspecified"
